# OpenSignals Text File Format. Version 1
# {"98:D3:71:FD:62:0B": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FD:62:0B", "device connection": "BTH98:D3:71:FD:62:0B", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-1-20", "time": "14:5:40.564", "channels": [1, 2], "sensor": ["RAW", "RAW"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	489	1	
1	0	0	0	0	475	1	
2	0	0	0	0	456	1	
3	0	0	0	0	445	1	
4	0	0	0	0	451	0	
5	0	0	0	0	464	0	
6	0	0	0	0	461	1	
7	0	0	0	0	448	0	
8	0	0	0	0	469	1	
9	0	0	0	0	510	1	
10	0	0	0	0	534	1	
11	0	0	0	0	549	1	
12	0	0	0	0	560	1	
13	0	0	0	0	562	1	
14	0	0	0	0	561	1	
15	0	0	0	0	553	1	
0	0	0	0	0	553	1	
1	0	0	0	0	564	1	
2	0	0	0	0	545	2	
3	0	0	0	0	512	1	
4	0	0	0	0	490	1	
5	0	0	0	0	470	0	
6	0	0	0	0	459	1	
7	0	0	0	0	455	1	
8	0	0	0	0	458	1	
9	0	0	0	0	466	1	
10	0	0	0	0	462	1	
11	0	0	0	0	451	0	
12	0	0	0	0	470	0	
13	0	0	0	0	510	1	
14	0	0	0	0	533	1	
15	0	0	0	0	548	1	
0	0	0	0	0	555	1	
1	0	0	0	0	558	1	
2	0	0	0	0	555	2	
3	0	0	0	0	550	1	
4	0	0	0	0	555	0	
5	0	0	0	0	568	1	
6	0	0	0	0	551	1	
7	0	0	0	0	516	1	
8	0	0	0	0	489	1	
9	0	0	0	0	472	1	
10	0	0	0	0	459	1	
11	0	0	0	0	456	0	
12	0	0	0	0	457	1	
13	0	0	0	0	469	1	
14	0	0	0	0	461	0	
15	0	0	0	0	453	1	
0	0	0	0	0	470	1	
1	0	0	0	0	503	1	
2	0	0	0	0	528	1	
3	0	0	0	0	547	1	
4	0	0	0	0	559	1	
5	0	0	0	0	559	1	
6	0	0	0	0	559	1	
7	0	0	0	0	551	1	
8	0	0	0	0	558	1	
9	0	0	0	0	571	1	
10	0	0	0	0	550	1	
11	0	0	0	0	513	1	
12	0	0	0	0	488	1	
13	0	0	0	0	472	1	
14	0	0	0	0	456	1	
15	0	0	0	0	451	0	
0	0	0	0	0	455	0	
1	0	0	0	0	463	1	
2	0	0	0	0	456	1	
3	0	0	0	0	450	0	
4	0	0	0	0	473	0	
5	0	0	0	0	513	1	
6	0	0	0	0	534	1	
7	0	0	0	0	547	1	
8	0	0	0	0	562	1	
9	0	0	0	0	564	1	
10	0	0	0	0	559	2	
11	0	0	0	0	552	1	
12	0	0	0	0	558	0	
13	0	0	0	0	570	1	
14	0	0	0	0	547	1	
15	0	0	0	0	511	1	
0	0	0	0	0	487	1	
1	0	0	0	0	472	1	
2	0	0	0	0	456	1	
3	0	0	0	0	455	0	
4	0	0	0	0	459	0	
5	0	0	0	0	465	1	
6	0	0	0	0	456	0	
7	0	0	0	0	449	0	
8	0	0	0	0	468	1	
9	0	0	0	0	509	1	
10	0	0	0	0	530	1	
11	0	0	0	0	547	1	
12	0	0	0	0	560	1	
13	0	0	0	0	559	1	
14	0	0	0	0	558	1	
15	0	0	0	0	552	1	
0	0	0	0	0	558	1	
1	0	0	0	0	568	1	
2	0	0	0	0	550	2	
3	0	0	0	0	514	1	
4	0	0	0	0	491	1	
5	0	0	0	0	471	0	
6	0	0	0	0	457	1	
7	0	0	0	0	453	1	
8	0	0	0	0	459	1	
9	0	0	0	0	463	1	
10	0	0	0	0	458	1	
11	0	0	0	0	452	0	
12	0	0	0	0	473	1	
13	0	0	0	0	510	1	
14	0	0	0	0	533	1	
15	0	0	0	0	547	0	
0	0	0	0	0	559	1	
1	0	0	0	0	558	1	
2	0	0	0	0	558	2	
3	0	0	0	0	550	1	
4	0	0	0	0	557	1	
5	0	0	0	0	570	1	
6	0	0	0	0	550	1	
7	0	0	0	0	510	0	
8	0	0	0	0	489	1	
9	0	0	0	0	472	1	
10	0	0	0	0	457	1	
11	0	0	0	0	453	0	
